学名,x,y,日期,地址,数量,目,科,种,保护级别
Garrulax perspicillatus,113.6066365,34.93053879,2025/2/14,南裹头,6,雀形目,噪鹛科,黑脸噪鹛,
Garrulax perspicillatus,113.6066365,34.93053879,2025/2/23,南裹头,6,雀形目,噪鹛科,黑脸噪鹛,
Garrulax perspicillatus,113.6066365,34.93053879,2025/2/25,南裹头,18,雀形目,噪鹛科,黑脸噪鹛,
Garrulax perspicillatus,113.6066365,34.93053879,2025/5/25,南裹头,3,雀形目,噪鹛科,黑脸噪鹛,
Glaucidium cuculoides ,113.6066365,34.93053879,2025/2/23,南裹头,1,鸮形目,鸺鸮科,斑头鸺鹠,Ⅱ
Hirundo rustica ,113.6066365,34.93053879,2025/3/7,南裹头,2,雀形目, 燕科,家燕,
Ixobrychus sinensis,113.6066365,34.93053879,2025/5/25,南裹头,1,鹈形目,鹭科,黄斑苇鳽,
Lanius cristatus ,113.6066365,34.93053879,2025/5/25,南裹头,1,雀形目,伯劳科,红尾伯劳,
Lanius schach ,113.6066365,34.93053879,2025/2/14,南裹头,2,雀形目,伯劳科,棕背伯劳,
Lanius schach ,113.6066365,34.93053879,2025/2/23,南裹头,6,雀形目,伯劳科,棕背伯劳,
Lanius schach ,113.6066365,34.93053879,2025/2/25,南裹头,2,雀形目,伯劳科,棕背伯劳,
Lanius schach ,113.6066365,34.93053879,2025/3/7,南裹头,1,雀形目,伯劳科,棕背伯劳,
Lanius schach ,113.6066365,34.93053879,2025/10/23,南裹头,1,雀形目,伯劳科,棕背伯劳,
Larus vegae,113.6066365,34.93053879,2025/2/14,南裹头,1,鸻形目,  鸥科,西伯利亚银鸥,
Larus vegae,113.6066365,34.93053879,2025/2/23,南裹头,10,鸻形目,  鸥科,西伯利亚银鸥,
Megaceryle lugubris,113.6066365,34.93053879,2025/2/23,南裹头,2,佛法僧目,翠鸟科,冠鱼狗,
Megaceryle lugubris,113.6066365,34.93053879,2025/10/4,南裹头,1,佛法僧目,翠鸟科,冠鱼狗,
Motacilla alba ,113.6066365,34.93053879,2025/5/25,南裹头,2,雀形目,鹡鸰科,白鹡鸰,
Motacilla alba ,113.6066365,34.93053879,2025/11/14,南裹头,1,雀形目,鹡鸰科,白鹡鸰,
Nycticorax  nycticorax  ,113.6066365,34.93053879,2025/5/25,南裹头,2,鹈形目,鹭科,夜鹭,
Paradoxornis webbianus ,113.6066365,34.93053879,2025/2/14,南裹头,10,雀形目,莺鹛科,棕头鸦雀,
Paradoxornis webbianus ,113.6066365,34.93053879,2025/2/23,南裹头,10,雀形目,莺鹛科,棕头鸦雀,
Paradoxornis webbianus ,113.6066365,34.93053879,2025/2/25,南裹头,22,雀形目,莺鹛科,棕头鸦雀,
Paradoxornis webbianus ,113.6066365,34.93053879,2025/5/25,南裹头,1,雀形目,莺鹛科,棕头鸦雀,
Pardaliparus venustulus,113.6066365,34.93053879,2025/2/23,南裹头,10,雀形目,山雀科,黄腹山雀,
Parus major ,113.6066365,34.93053879,2025/2/14,南裹头,5,雀形目,山雀科,大山雀（远东山雀）,
Parus major ,113.6066365,34.93053879,2025/2/23,南裹头,4,雀形目,山雀科,大山雀（远东山雀）,
Parus major ,113.6066365,34.93053879,2025/2/25,南裹头,6,雀形目,山雀科,大山雀（远东山雀）,
Parus major ,113.6066365,34.93053879,2025/3/7,南裹头,3,雀形目,山雀科,大山雀（远东山雀）,
Passer montanus ,113.6066365,34.93053879,2025/2/14,南裹头,20,雀形目,雀科,麻雀,
Passer montanus ,113.6066365,34.93053879,2025/2/23,南裹头,20,雀形目,雀科,麻雀,
Passer montanus ,113.6066365,34.93053879,2025/5/25,南裹头,20,雀形目,雀科,麻雀,
Passer montanus ,113.6066365,34.93053879,2025/10/23,南裹头,1,雀形目,雀科,麻雀,
"Phalacrocorax carbo 
",113.6066365,34.93053879,2025/2/14,南裹头,50,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.6066365,34.93053879,2025/2/23,南裹头,30,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.6066365,34.93053879,2025/2/25,南裹头,6,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.6066365,34.93053879,2025/10/23,南裹头,1,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.6066365,34.93053879,2025/11/14,南裹头,50,鲣鸟目,鸬鹚科,普通鸬鹚,
Phasianus colchicus ,113.6066365,34.93053879,2025/2/23,南裹头,6,鸡形目,雉科,环颈雉,
Phasianus colchicus ,113.6066365,34.93053879,2025/5/25,南裹头,2,鸡形目,雉科,环颈雉,
Phasianus colchicus ,113.6066365,34.93053879,2025/10/4,南裹头,1,鸡形目,雉科,环颈雉,
Phoenicurus auroreus ,113.6066365,34.93053879,2025/2/14,南裹头,1,雀形目,鹟科,北红尾鸲,
Phoenicurus auroreus ,113.6066365,34.93053879,2025/2/23,南裹头,2,雀形目,鹟科,北红尾鸲,
Phoenicurus auroreus ,113.6066365,34.93053879,2025/2/25,南裹头,1,雀形目,鹟科,北红尾鸲,
Phoenicurus auroreus ,113.6066365,34.93053879,2025/3/7,南裹头,1,雀形目,鹟科,北红尾鸲,
Phoenicurus auroreus ,113.6066365,34.93053879,2025/10/23,南裹头,1,雀形目,鹟科,北红尾鸲,
Phylloscopus inornatus,113.6066365,34.93053879,2025/10/4,南裹头,1,雀形目,柳莺科,黄眉柳莺,
Phylloscopus inornatus,113.6066365,34.93053879,2025/10/23,南裹头,1,雀形目,柳莺科,黄眉柳莺,
Phylloscopus proregulus,113.6066365,34.93053879,2025/2/23,南裹头,5,雀形目,柳莺科,黄腰柳莺,
Pica pica ,113.6066365,34.93053879,2025/2/14,南裹头,20,雀形目,鸦科,喜鹊,
Pica pica ,113.6066365,34.93053879,2025/2/23,南裹头,20,雀形目,鸦科,喜鹊,
Pica pica ,113.6066365,34.93053879,2025/2/25,南裹头,30,雀形目,鸦科,喜鹊,
Pica pica ,113.6066365,34.93053879,2025/3/7,南裹头,20,雀形目,鸦科,喜鹊,
Pica pica ,113.6066365,34.93053879,2025/5/25,南裹头,7,雀形目,鸦科,喜鹊,
Pica pica ,113.6066365,34.93053879,2025/10/4,南裹头,1,雀形目,鸦科,喜鹊,
Pica pica ,113.6066365,34.93053879,2025/10/23,南裹头,1,雀形目,鸦科,喜鹊,
Picus canus ,113.6066365,34.93053879,2025/2/23,南裹头,2,啄木鸟目,啄木鸟科,灰头绿啄木鸟,
Picus canus ,113.6066365,34.93053879,2025/2/25,南裹头,1,啄木鸟目,啄木鸟科,灰头绿啄木鸟,
Picus canus ,113.6066365,34.93053879,2025/3/7,南裹头,3,啄木鸟目,啄木鸟科,灰头绿啄木鸟,
Podiceps cristatus ,113.6066365,34.93053879,2025/3/7,南裹头,10,䴙䴘目,䴙䴘科,凤头,
Podiceps ruficollis,113.6066365,34.93053879,2025/2/14,南裹头,6,䴙䴘目,䴙䴘科,小,
Podiceps ruficollis,113.6066365,34.93053879,2025/2/23,南裹头,20,䴙䴘目,䴙䴘科,小,
Podiceps ruficollis,113.6066365,34.93053879,2025/2/25,南裹头,9,䴙䴘目,䴙䴘科,小,
Podiceps ruficollis,113.6066365,34.93053879,2025/3/7,南裹头,10,䴙䴘目,䴙䴘科,小,
Podiceps ruficollis,113.6066365,34.93053879,2025/5/25,南裹头,4,䴙䴘目,䴙䴘科,小,
Podiceps ruficollis,113.6066365,34.93053879,2025/10/23,南裹头,1,䴙䴘目,䴙䴘科,小,
Pycnonotus sinensis ,113.6066365,34.93053879,2025/2/23,南裹头,30,雀形目,鹎科,白头鹎,
Pycnonotus sinensis ,113.6066365,34.93053879,2025/2/25,南裹头,38,雀形目,鹎科,白头鹎,
Pycnonotus sinensis ,113.6066365,34.93053879,2025/5/25,南裹头,1,雀形目,鹎科,白头鹎,
Pycnonotus sinensis ,113.6066365,34.93053879,2025/10/23,南裹头,1,雀形目,鹎科,白头鹎,
Riparia riparia ,113.6066365,34.93053879,2025/5/25,南裹头,3000,雀形目, 燕科,崖沙燕,
Sterna hirundo,113.6066365,34.93053879,2025/5/25,南裹头,7,鸻形目,  鸥科,普通燕鸥,
Streptopelia chinensis,113.6066365,34.93053879,2025/2/14,南裹头,4,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia chinensis,113.6066365,34.93053879,2025/2/23,南裹头,10,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia chinensis,113.6066365,34.93053879,2025/5/25,南裹头,3,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia decaocto,113.6066365,34.93053879,2025/3/7,南裹头,6,鸽形目,鸠鸽科,灰斑鸠,
Streptopelia orientalis ,113.6066365,34.93053879,2025/2/14,南裹头,8,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.6066365,34.93053879,2025/2/23,南裹头,10,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.6066365,34.93053879,2025/2/25,南裹头,15,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.6066365,34.93053879,2025/3/7,南裹头,10,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.6066365,34.93053879,2025/5/25,南裹头,5,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.6066365,34.93053879,2025/10/23,南裹头,1,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.6066365,34.93053879,2025/11/14,南裹头,10,鸽形目,鸠鸽科,山斑鸠,
Streptopelia tranquebarica ,113.6066365,34.93053879,2025/10/4,南裹头,1,鸽形目,鸠鸽科,火斑鸠,
Sturnus cineraceus,113.6066365,34.93053879,2025/2/14,南裹头,10,雀形目,椋鸟科,灰椋鸟,
Sturnus cineraceus,113.6066365,34.93053879,2025/2/23,南裹头,30,雀形目,椋鸟科,灰椋鸟,
Sturnus cineraceus,113.6066365,34.93053879,2025/5/25,南裹头,8,雀形目,椋鸟科,灰椋鸟,
Tadorna ferruginea,113.6066365,34.93053879,2025/2/23,南裹头,2,雁形目,鸭科,赤麻鸭,
Tadorna ferruginea,113.6066365,34.93053879,2025/3/7,南裹头,10,雁形目,鸭科,赤麻鸭,
Tarsiger cyanurus ,113.6066365,34.93053879,2025/2/23,南裹头,2,雀形目,鹟科,红胁蓝尾鸲,
Tringa nebularia,113.6066365,34.93053879,2025/10/4,南裹头,1,鸻形目,鹬科,青脚鹬,
Tringa ochropus,113.6066365,34.93053879,2025/2/25,南裹头,2,鸻形目,鹬科,白腰草鹬,
Turdus eunomus,113.6066365,34.93053879,2025/2/23,南裹头,6,雀形目,鸫科,斑鸫,
Turdus eunomus,113.6066365,34.93053879,2025/2/25,南裹头,15,雀形目,鸫科,斑鸫,
Turdus merula ,113.6066365,34.93053879,2025/2/25,南裹头,5,雀形目,鸫科,乌鸫,
Turdus merula ,113.6066365,34.93053879,2025/5/25,南裹头,5,雀形目,鸫科,乌鸫,
Turdus naumanni,113.6066365,34.93053879,2025/2/23,南裹头,20,雀形目,鸫科,红尾斑鸫,
Turdus naumanni,113.6066365,34.93053879,2025/2/25,南裹头,30,雀形目,鸫科,红尾斑鸫,
Turdus naumanni,113.6066365,34.93053879,2025/3/7,南裹头,1,雀形目,鸫科,红尾斑鸫,
Upupa epops ,113.6066365,34.93053879,2025/2/23,南裹头,1,犀鸟目,戴胜科,戴胜,
Urocissa erythrorhyncha ,113.6066365,34.93053879,2025/2/14,南裹头,1,雀形目,鸦科,红嘴蓝鹊,
Urocissa erythrorhyncha ,113.6066365,34.93053879,2025/2/23,南裹头,10,雀形目,鸦科,红嘴蓝鹊,
Acridotheres cristatellus ,113.6096191,34.91718537,2025/4/6,滩地公园,1,雀形目,椋鸟科,八哥,
Aegithalos caudatus ,113.6096191,34.91718537,2025/3/12,滩地公园,2,雀形目,长尾山雀科,银喉长尾山雀,
Anas platyrhynchos,113.6096191,34.91718537,2025/3/12,滩地公园,10,雁形目,鸭科,绿头鸭,
Anas poecilorhyncha ,113.6096191,34.91718537,2025/4/6,滩地公园,8,雁形目,鸭科,斑嘴鸭,
Anthus spinoletta ,113.6096191,34.91718537,2025/4/6,滩地公园,8,雀形目,鹡鸰科,水鹨,
Ardea alba ,113.6096191,34.91718537,2025/4/6,滩地公园,1,鹈形目,鹭科,大白鹭,
Ardea cinerea ,113.6096191,34.91718537,2025/3/12,滩地公园,3,鹈形目,鹭科,苍鹭,
Ardea cinerea ,113.6096191,34.91718537,2025/4/6,滩地公园,10,鹈形目,鹭科,苍鹭,
Calidris temminckii,113.6096191,34.91718537,2025/4/6,滩地公园,8,鸻形目,鹬科,青脚滨鹬,
Charadrius alexandrinus ,113.6096191,34.91718537,2025/4/6,滩地公园,18,鸻形目,鸻科,环颈鸻,
Charadrius dubius ,113.6096191,34.91718537,2025/4/6,滩地公园,10,鸻形目,鸻科,金眶鸻,
Egretta garzetta ,113.6096191,34.91718537,2025/4/6,滩地公园,20,鹈形目,鹭科,白鹭,
Falco peregrinus ,113.6096191,34.91718537,2025/4/6,滩地公园,1,隼形目,  隼科,游隼,Ⅱ
Garrulax perspicillatus,113.6096191,34.91718537,2025/3/12,滩地公园,10,雀形目,噪鹛科,黑脸噪鹛,
Lanius schach ,113.6096191,34.91718537,2025/3/12,滩地公园,1,雀形目,伯劳科,棕背伯劳,
Motacilla alba ,113.6096191,34.91718537,2025/3/12,滩地公园,1,雀形目,鹡鸰科,白鹡鸰,
Motacilla alba ,113.6096191,34.91718537,2025/4/6,滩地公园,20,雀形目,鹡鸰科,白鹡鸰,
Pandion haliaetus,113.6096191,34.91718537,2025/4/6,滩地公园,2,鹰形目,鹗科,鹗,Ⅱ
Paradoxornis webbianus ,113.6096191,34.91718537,2025/3/12,滩地公园,15,雀形目,莺鹛科,棕头鸦雀,
Paradoxornis webbianus ,113.6096191,34.91718537,2025/4/6,滩地公园,1,雀形目,莺鹛科,棕头鸦雀,
Passer montanus ,113.6096191,34.91718537,2025/3/12,滩地公园,10,雀形目,雀科,麻雀,
"Phalacrocorax carbo 
",113.6096191,34.91718537,2025/3/12,滩地公园,1,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.6096191,34.91718537,2025/4/6,滩地公园,50,鲣鸟目,鸬鹚科,普通鸬鹚,
Pica pica ,113.6096191,34.91718537,2025/3/12,滩地公园,15,雀形目,鸦科,喜鹊,
Picus canus ,113.6096191,34.91718537,2025/4/6,滩地公园,1,啄木鸟目,啄木鸟科,灰头绿啄木鸟,
Prinia inornata,113.6096191,34.91718537,2025/4/6,滩地公园,1,雀形目,扇尾莺科,纯色山鹪莺,
Turdus naumanni,113.6096191,34.91718537,2025/3/12,滩地公园,1,雀形目,鸫科,红尾斑鸫,
Upupa epops ,113.6096191,34.91718537,2025/3/12,滩地公园,1,犀鸟目,戴胜科,戴胜,
Urocissa erythrorhyncha ,113.6096191,34.91718537,2025/4/6,滩地公园,1,雀形目,鸦科,红嘴蓝鹊,
Anas platyrhynchos,113.6175156,34.92957122,2025/11/12,惠济,70,雁形目,鸭科,绿头鸭,
Anas poecilorhyncha ,113.6175156,34.92957122,2025/2/15,惠济,10,雁形目,鸭科,斑嘴鸭,
Anas poecilorhyncha ,113.6175156,34.92957122,2025/11/12,惠济,30,雁形目,鸭科,斑嘴鸭,
Anser cygnoides,113.6175156,34.92957122,2025/11/12,惠济,1,雁形目,鸭科,鸿雁,Ⅱ
Anser serrirostris,113.6175156,34.92957122,2025/11/12,惠济,100,雁形目,鸭科,短嘴豆雁,
Ardea alba ,113.6175156,34.92957122,2025/11/12,惠济,3,鹈形目,鹭科,大白鹭,
Ardea cinerea ,113.6175156,34.92957122,2025/7/10,惠济,3,鹈形目,鹭科,苍鹭,
Ardea cinerea ,113.6175156,34.92957122,2025/11/12,惠济,7,鹈形目,鹭科,苍鹭,
Ciconia boyciana,113.6175156,34.92957122,2025/11/12,惠济,1,鹳形目,鹳科,东方白鹳,Ⅰ
Ciconia nigra ,113.6175156,34.92957122,2025/11/12,惠济,1,鹳形目,鹳科,黑鹳,Ⅰ
Corvus corone ,113.6175156,34.92957122,2025/2/15,惠济,100,雀形目,鸦科,小嘴乌鸦,
Corvus dauuricus,113.6175156,34.92957122,2025/2/15,惠济,1,雀形目,鸦科,达乌里寒鸦,
Cyanopica cyanus ,113.6175156,34.92957122,2025/2/15,惠济,10,雀形目,鸦科,灰喜鹊,
Cyanopica cyanus ,113.6175156,34.92957122,2025/11/12,惠济,30,雀形目,鸦科,灰喜鹊,
Cygnus columbianus,113.6175156,34.92957122,2025/11/12,惠济,10,雁形目,鸭科,小天鹅,Ⅱ
Egretta garzetta ,113.6175156,34.92957122,2025/7/10,惠济,5,鹈形目,鹭科,白鹭,
Emberiza pusilla,113.6175156,34.92957122,2025/11/12,惠济,2,雀形目,鹀科,小鹀,
Emberiza rustica ,113.6175156,34.92957122,2025/11/12,惠济,3,雀形目,鹀科,田鹀,
Fulica atra ,113.6175156,34.92957122,2025/2/15,惠济,6,鹤形目, 秧鸡科,骨顶鸡,
Garrulax perspicillatus,113.6175156,34.92957122,2025/2/15,惠济,2,雀形目,噪鹛科,黑脸噪鹛,
Larus vegae,113.6175156,34.92957122,2025/11/12,惠济,10,鸻形目,  鸥科,西伯利亚银鸥,
Passer montanus ,113.6175156,34.92957122,2025/11/12,惠济,100,雀形目,雀科,麻雀,
"Phalacrocorax carbo 
",113.6175156,34.92957122,2025/2/15,惠济,1,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.6175156,34.92957122,2025/11/12,惠济,27,鲣鸟目,鸬鹚科,普通鸬鹚,
Phasianus colchicus ,113.6175156,34.92957122,2025/11/12,惠济,10,鸡形目,雉科,环颈雉,
Pica pica ,113.6175156,34.92957122,2025/2/15,惠济,20,雀形目,鸦科,喜鹊,
Pica pica ,113.6175156,34.92957122,2025/11/12,惠济,50,雀形目,鸦科,喜鹊,
Podiceps cristatus ,113.6175156,34.92957122,2025/2/15,惠济,16,䴙䴘目,䴙䴘科,凤头,
Podiceps ruficollis,113.6175156,34.92957122,2025/2/15,惠济,10,䴙䴘目,䴙䴘科,小,
Podiceps ruficollis,113.6175156,34.92957122,2025/11/12,惠济,3,䴙䴘目,䴙䴘科,小,
Pycnonotus sinensis ,113.6175156,34.92957122,2025/11/12,惠济,20,雀形目,鹎科,白头鹎,
Sterna hirundo,113.6175156,34.92957122,2025/7/10,惠济,20,鸻形目,  鸥科,普通燕鸥,
Streptopelia chinensis,113.6175156,34.92957122,2025/11/12,惠济,8,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia orientalis ,113.6175156,34.92957122,2025/11/12,惠济,17,鸽形目,鸠鸽科,山斑鸠,
Sturnus cineraceus,113.6175156,34.92957122,2025/2/15,惠济,100,雀形目,椋鸟科,灰椋鸟,
Tadorna ferruginea,113.6175156,34.92957122,2025/2/15,惠济,2,雁形目,鸭科,赤麻鸭,
Turdus eunomus,113.6175156,34.92957122,2025/2/15,惠济,100,雀形目,鸫科,斑鸫,
Turdus merula ,113.6175156,34.92957122,2025/2/15,惠济,30,雀形目,鸫科,乌鸫,
Turdus naumanni,113.6175156,34.92957122,2025/2/15,惠济,100,雀形目,鸫科,红尾斑鸫,
Upupa epops ,113.6175156,34.92957122,2025/11/12,惠济,2,犀鸟目,戴胜科,戴胜,
Vanellus cinereus,113.6175156,34.92957122,2025/7/10,惠济,8,鸻形目,鸻科,灰头麦鸡,
Anas crecca ,113.6450672,34.90851944,2025/10/15,惠济黄河湿地,1,雁形目,鸭科,绿翅鸭,
Anthus richardi,113.6450672,34.90851944,2025/10/15,惠济黄河湿地,9,雀形目,鹡鸰科,田鹨（理氏鹨）,
Ardea cinerea ,113.6450672,34.90851944,2025/10/15,惠济黄河湿地,20,鹈形目,鹭科,苍鹭,
Circus melanoleucos,113.6450672,34.90851944,2025/10/15,惠济黄河湿地,1,鹰形目,鹰科,鹊鹞,Ⅱ
Cisticola juncidis ,113.6450672,34.90851944,2025/10/15,惠济黄河湿地,3,雀形目,扇尾莺科,棕扇尾莺,
Coturnix japonica,113.6450672,34.90851944,2025/10/15,惠济黄河湿地,5,鸡形目,雉科,鹌鹑,
Cyanopica cyanus ,113.6450672,34.90851944,2025/10/15,惠济黄河湿地,15,雀形目,鸦科,灰喜鹊,
Egretta garzetta ,113.6450672,34.90851944,2025/10/15,惠济黄河湿地,20,鹈形目,鹭科,白鹭,
Elanus caeruleus,113.6450672,34.90851944,2025/10/15,惠济黄河湿地,1,鹰形目,鹰科,黑翅鸢,Ⅱ
Hirundo rustica ,113.6450672,34.90851944,2025/10/15,惠济黄河湿地,3,雀形目, 燕科,家燕,
Mareca penelope,113.6450672,34.90851944,2025/10/15,惠济黄河湿地,1,雁形目,鸭科,赤颈鸭,
Passer montanus ,113.6450672,34.90851944,2025/10/15,惠济黄河湿地,20,雀形目,雀科,麻雀,
"Phalacrocorax carbo 
",113.6450672,34.90851944,2025/10/15,惠济黄河湿地,10,鲣鸟目,鸬鹚科,普通鸬鹚,
Phasianus colchicus ,113.6450672,34.90851944,2025/10/15,惠济黄河湿地,5,鸡形目,雉科,环颈雉,
Phoenicurus auroreus ,113.6450672,34.90851944,2025/10/15,惠济黄河湿地,1,雀形目,鹟科,北红尾鸲,
Pica pica ,113.6450672,34.90851944,2025/10/15,惠济黄河湿地,20,雀形目,鸦科,喜鹊,
Saxicola stejnegeri,113.6450672,34.90851944,2025/10/15,惠济黄河湿地,3,雀形目,鹟科,东亚石䳭,
Streptopelia chinensis,113.6450672,34.90851944,2025/10/15,惠济黄河湿地,8,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia orientalis ,113.6450672,34.90851944,2025/10/15,惠济黄河湿地,6,鸽形目,鸠鸽科,山斑鸠,
Sturnus cineraceus,113.6450672,34.90851944,2025/10/15,惠济黄河湿地,5,雀形目,椋鸟科,灰椋鸟,
Aegithalos caudatus ,113.6450672,34.90851944,2025/10/5,惠济黄河滩,1,雀形目,长尾山雀科,银喉长尾山雀,
Alauda arvensis ,113.6450672,34.90851944,2025/3/7,惠济黄河滩,15,雀形目,百灵科,云雀,Ⅱ
Alauda arvensis ,113.6450672,34.90851944,2025/4/13,惠济黄河滩,2,雀形目,百灵科,云雀,Ⅱ
Alcedo atthis ,113.6450672,34.90851944,2025/10/3,惠济黄河滩,1,佛法僧目,翠鸟科,普通翠鸟,
Alcedo atthis ,113.6450672,34.90851944,2025/10/5,惠济黄河滩,1,佛法僧目,翠鸟科,普通翠鸟,
Alcedo atthis ,113.6450672,34.90851944,2025/10/7,惠济黄河滩,1,佛法僧目,翠鸟科,普通翠鸟,
Anas platyrhynchos,113.6450672,34.90851944,2025/4/14,惠济黄河滩,2,雁形目,鸭科,绿头鸭,
Anas poecilorhyncha ,113.6450672,34.90851944,2025/3/7,惠济黄河滩,10,雁形目,鸭科,斑嘴鸭,
Anas poecilorhyncha ,113.6450672,34.90851944,2025/4/13,惠济黄河滩,4,雁形目,鸭科,斑嘴鸭,
Anas poecilorhyncha ,113.6450672,34.90851944,2025/4/14,惠济黄河滩,20,雁形目,鸭科,斑嘴鸭,
Anas poecilorhyncha ,113.6450672,34.90851944,2025/10/7,惠济黄河滩,6,雁形目,鸭科,斑嘴鸭,
Anthus richardi,113.6450672,34.90851944,2025/10/5,惠济黄河滩,1,雀形目,鹡鸰科,田鹨（理氏鹨）,
Anthus richardi,113.6450672,34.90851944,2025/10/7,惠济黄河滩,15,雀形目,鹡鸰科,田鹨（理氏鹨）,
Ardea  purpurea,113.6450672,34.90851944,2025/10/5,惠济黄河滩,2,鹈形目,鹭科,草鹭,
Ardea alba ,113.6450672,34.90851944,2025/3/7,惠济黄河滩,10,鹈形目,鹭科,大白鹭,
Ardea alba ,113.6450672,34.90851944,2025/10/7,惠济黄河滩,10,鹈形目,鹭科,大白鹭,
Ardea cinerea ,113.6450672,34.90851944,2025/3/7,惠济黄河滩,6,鹈形目,鹭科,苍鹭,
Ardea cinerea ,113.6450672,34.90851944,2025/4/13,惠济黄河滩,2,鹈形目,鹭科,苍鹭,
Ardea cinerea ,113.6450672,34.90851944,2025/4/14,惠济黄河滩,5,鹈形目,鹭科,苍鹭,
Ardea cinerea ,113.6450672,34.90851944,2025/10/5,惠济黄河滩,1,鹈形目,鹭科,苍鹭,
Ardea cinerea ,113.6450672,34.90851944,2025/10/7,惠济黄河滩,15,鹈形目,鹭科,苍鹭,
Buteo buteo ,113.6450672,34.90851944,2025/4/13,惠济黄河滩,1,鹰形目,鹰科,普通鵟,Ⅱ
Buteo buteo ,113.6450672,34.90851944,2025/10/3,惠济黄河滩,3,鹰形目,鹰科,普通鵟,Ⅱ
Charadrius alexandrinus ,113.6450672,34.90851944,2025/3/7,惠济黄河滩,3,鸻形目,鸻科,环颈鸻,
Charadrius alexandrinus ,113.6450672,34.90851944,2025/4/14,惠济黄河滩,2,鸻形目,鸻科,环颈鸻,
Charadrius dubius ,113.6450672,34.90851944,2025/4/13,惠济黄河滩,6,鸻形目,鸻科,金眶鸻,
Charadrius dubius ,113.6450672,34.90851944,2025/4/14,惠济黄河滩,6,鸻形目,鸻科,金眶鸻,
Circus melanoleucos,113.6450672,34.90851944,2025/10/5,惠济黄河滩,1,鹰形目,鹰科,鹊鹞,Ⅱ
Circus melanoleucos,113.6450672,34.90851944,2025/10/7,惠济黄河滩,2,鹰形目,鹰科,鹊鹞,Ⅱ
Circus spilonotus,113.6450672,34.90851944,2025/4/14,惠济黄河滩,1,鹰形目,鹰科,白腹鹞,Ⅱ
Cisticola juncidis ,113.6450672,34.90851944,2025/10/7,惠济黄河滩,5,雀形目,扇尾莺科,棕扇尾莺,
Coturnix japonica,113.6450672,34.90851944,2025/10/7,惠济黄河滩,3,鸡形目,雉科,鹌鹑,
